campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
skmei 1250,2020-06-28,Fri Jul  3 17:56:40 2020,16495.0,104,3441.92,33.09,0.0063,14.0,109200.0,5104.0,0.047907093637851075
