campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
necklace,2020-06-28,Fri Jul  3 17:56:40 2020,19964.0,139,3277.46,23.58,0.007,21.0,65600.0,2080.0,0.07204871379140304
