campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
gildan 76200,2020-06-28,Fri Jul  3 17:56:40 2020,11388.0,80,3282.59,41.02,0.007,13.0,28600.0,1315.6,0.020672061629227693
