campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
focallure illuminating waterproof full face coverage makeup set,2020-06-28,Fri Jul  3 17:56:40 2020,11884.0,59,2226.88,37.73,0.005,4.0,19200.0,2878.0,0.004959597318519137
