campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
shaarms sa6079,2020-06-28,Fri Jul  3 17:56:40 2020,40785.0,137,4835.96,35.29,0.0034,26.0,52000.0,1240.0,0.040636456311297336
