campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
migeer g2004,2020-06-28,Fri Jul  3 17:56:40 2020,10075.0,79,2191.09,27.73,0.0078,11.0,23100.0,1147.6,0.029714751531995796
