campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
migeer mg278,2020-06-28,Fri Jul  3 17:56:40 2020,10087.0,56,2152.91,38.43,0.0056,6.0,12000.0,935.08,0.008043131241804355
