campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
sace lady daily full face makeup set,2020-06-28,Fri Jul  3 17:56:40 2020,23798.0,79,3334.16,42.2,0.0033,5.0,22500.0,1763.32,0.00511964889860261
