campaign_name,date_start,date_stop,impressions,landing_page_view,spend,calc_cpc,calc_ctr,net_quantity,total_sales,cost,capital_roi
sace lady smokey eye makeup set,2020-06-28,Fri Jul  3 17:56:40 2020,18845.0,43,2014.81,46.84,0.0023,1.0,3500.0,1694.28,-2.7978974562521102e-05
